Cluster	Gene	FY23.SC_FY23.SC.1	FY23.SC_FY23.SC.2	FY23.YE_FY23.YE.1	FY23.YE_FY23.YE.2	FY24.SC_FY24.SC.1	FY24.SC_FY24.SC.2	FY24.YE_FY24.YE.1	FY24.YE_FY24.YE.2	Transcript
IV_583453_583555_-	YDR066C__YDR066C	26.042	29.784	23.779	21.712	25.151	26.166	23.49	24.559	YDR066C_mRNA
IV_583453_583555_-	YDR067C__YDR067C	26.042	29.784	23.779	21.712	25.151	26.166	23.49	24.559	YDR067C_mRNA
IV_583641_583689_+	YDR068W__YDR068W	33.725	36.259	28.136	31.087	34.903	34.39	30.929	33.436	YDR068W_mRNA
IV_587716_587719_-	YDR069C__DOA4	1.098	0.54	0.663	1.184	0.513	0.654	0.098	0.888	YDR069C_mRNA
IV_587716_587719_-	YDR070C__YDR070C	1.098	0.54	0.663	1.184	0.513	0.654	0.098	0.888	YDR070C_mRNA
IV_587759_587818_-	YDR069C__DOA4	25.144	19.856	18.094	18.455	25.459	24.858	16.052	17.26	YDR069C_mRNA
IV_587759_587818_-	YDR070C__YDR070C	25.144	19.856	18.094	18.455	25.459	24.858	16.052	17.26	YDR070C_mRNA
IV_588435_588455_-	YDR069C__DOA4	92.195	94.424	2.368	4.342	56.05	58.407	6.264	3.452	YDR069C_mRNA
IV_588435_588455_-	YDR070C__YDR070C	92.195	94.424	2.368	4.342	56.05	58.407	6.264	3.452	YDR070C_mRNA
IV_588435_588455_-	YDR071C__YDR071C	92.195	94.424	2.368	4.342	56.05	58.407	6.264	3.452	YDR071C_mRNA
IV_588555_588557_-	YDR069C__DOA4	1.596	1.511	1.326	1.382	1.335	1.495	1.272	1.184	YDR069C_mRNA
IV_588555_588557_-	YDR070C__YDR070C	1.596	1.511	1.326	1.382	1.335	1.495	1.272	1.184	YDR070C_mRNA
IV_588555_588557_-	YDR071C__YDR071C	1.596	1.511	1.326	1.382	1.335	1.495	1.272	1.184	YDR071C_mRNA
IV_589378_589547_-	YDR070C__YDR070C	246.551	238.704	218.176	214.353	243.911	248.299	230.203	226.654	YDR070C_mRNA
IV_589378_589547_-	YDR071C__YDR071C	246.551	238.704	218.176	214.353	243.911	248.299	230.203	226.654	YDR071C_mRNA
IV_590791_590814_-	YDR072C__IPT1	2.894	1.835	1.8	1.875	3.696	2.804	1.762	1.282	YDR072C_mRNA
IV_591011_591014_+	.	1.098	1.295	0.853	0.888	1.642	2.243	0.098	0.493	NA
IV_591020_591023_+	.	0.499	0.755	0	0	0.616	0.748	0.392	0.099	NA
IV_59132_59136_+	.	0.698	0.971	2.558	0.888	0.719	1.028	2.153	2.466	NA
IV_591459_591577_-	YDR072C__IPT1	45.798	43.165	38.747	43.917	38.393	37.661	37.095	38.565	YDR072C_mRNA
IV_591630_591650_+	YDR073W__YDR073W	0.499	2.374	1.705	0.888	1.745	2.056	1.272	1.184	YDR073W_mRNA
IV_592148_592178_+	YDR073W__YDR073W	16.962	16.403	13.547	13.422	15.912	16.728	13.507	14.006	YDR073W_mRNA
IV_592215_592230_+	YDR073W__YDR073W	7.284	6.367	4.737	5.823	7.905	7.663	6.068	5.03	YDR073W_mRNA
IV_592270_592273_+	YDR073W__YDR073W	0.998	1.619	0.663	1.776	0.924	1.776	1.958	0.789	YDR073W_mRNA
IV_592331_592372_+	YDR073W__YDR073W	31.131	27.41	26.526	26.745	31.618	28.876	28.58	22.488	YDR073W_mRNA
IV_592444_592472_+	YDR073W__YDR073W	7.882	6.151	4.168	4.342	7.494	8.037	3.817	5.622	YDR073W_mRNA
IV_592912_592926_-	.	7.882	7.554	4.168	3.75	7.289	8.784	4.013	4.044	NA
IV_593039_593046_-	.	0.798	1.079	0.474	0.691	1.129	0.935	0.881	0.986	NA
IV_593403_593484_-	.	9.379	8.201	12.221	13.323	10.676	8.878	12.724	12.329	NA
IV_593647_593825_+	YDR074W__TPS2	215.42	215.395	79.388	101.354	184.987	202.041	106.782	103.661	YDR074W_mRNA
IV_596952_596998_+	YDR075W__YDR075W	25.144	29.352	25.01	26.745	24.535	20.746	22.903	25.644	YDR075W_mRNA
IV_598400_598430_+	YDR076W__YDR076W	9.978	8.417	4.358	5.132	5.543	6.168	5.09	4.438	YDR076W_mRNA
IV_598443_598447_+	YDR076W__YDR076W	0.898	0.971	0.853	0.099	0.821	0.561	0.489	0.197	YDR076W_mRNA
IV_599599_599602_-	.	1.397	1.187	0.758	1.283	0.821	1.215	0.783	0.789	NA
IV_600727_600824_+	YDR077W__YDR077W	1070.217	1026.579	378.279	398.804	822.79	825.826	368.795	391.072	YDR077W_mRNA
IV_600844_600846_+	YDR077W__YDR077W	0.399	0.863	0.284	0.197	0.308	0.374	0.489	0.099	YDR077W_mRNA
IV_600998_601003_+	YDR077W__YDR077W	1.796	2.806	0.568	0.691	1.027	1.495	0.783	0.296	YDR077W_mRNA
IV_601108_601111_+	YDR077W__YDR077W	0.2	0.54	0.284	0.099	0.308	0.561	0.294	0.69	YDR077W_mRNA
IV_601175_601177_+	YDR077W__YDR077W	0	0.108	0.095	0.099	0.205	0.28	0.196	0.197	YDR077W_mRNA
IV_601184_601363_+	YDR077W__YDR077W	9.778	18.345	6.253	3.158	9.855	9.906	7.83	5.721	YDR077W_mRNA
IV_601444_601447_+	YDR077W__YDR077W	0.2	0.216	0.284	0.296	0.205	0.093	0	0.099	YDR077W_mRNA
IV_601509_601511_+	YDR077W__YDR077W	0.898	1.079	0.189	0.296	0.719	0.28	0.098	0.197	YDR077W_mRNA
IV_601579_601592_+	YDR077W__YDR077W	0.798	1.403	0.379	0.691	1.027	1.402	0.587	0.789	YDR077W_mRNA
IV_601620_601622_+	YDR077W__YDR077W	0.599	1.295	0.284	0.493	0.411	0.467	0.196	0	YDR077W_mRNA
IV_601640_601645_+	YDR077W__YDR077W	0.499	2.05	0.947	0.79	0.719	2.149	0.979	0.592	YDR077W_mRNA
IV_601768_601787_+	YDR077W__YDR077W	1.098	2.266	0.284	0.197	0.616	0.561	0.587	0.395	YDR077W_mRNA
IV_601825_601830_-	.	0.798	0.647	0.095	0.395	1.335	0.467	0.783	0.888	NA
IV_60189_60195_-	YDL223C__YDL223C	0	0.108	0.284	0.197	0	0	0.098	0	YDL223C_mRNA
IV_60206_60214_-	YDL223C__YDL223C	0.898	0.647	1.421	1.579	0.513	0.561	1.272	0.592	YDL223C_mRNA
IV_602872_602931_-	YDR078C__YDR078C	13.67	13.705	14.116	15.198	11.19	12.522	10.864	12.723	YDR078C_mRNA
IV_602872_602931_-	YDR079C-A__YDR079C-A	13.67	13.705	14.116	15.198	11.19	12.522	10.864	12.723	YDR079C-A_mRNA
IV_603022_603100_+	YDR079W__YDR079W	52.483	55.575	38.273	41.45	54.613	52.706	41.304	41.031	YDR079W_mRNA
IV_603022_603100_+	YDR080W__VPS41	52.483	55.575	38.273	41.45	54.613	52.706	41.304	41.031	YDR080W_mRNA
IV_603104_603107_+	YDR079W__YDR079W	0.998	0.216	0.095	0.197	0	0	0.392	0.197	YDR079W_mRNA
IV_603104_603107_+	YDR080W__VPS41	0.998	0.216	0.095	0.197	0	0	0.392	0.197	YDR080W_mRNA
IV_603218_603224_-	YDR078C__YDR078C	0.1	0.432	0.284	0.296	0.308	0.561	0.489	0.493	YDR078C_mRNA
IV_603218_603224_-	YDR079C-A__YDR079C-A	0.1	0.432	0.284	0.296	0.308	0.561	0.489	0.493	YDR079C-A_mRNA
IV_603789_603886_-	YDR078C__YDR078C	59.767	56.223	54.189	52.009	68.472	65.416	61.27	57.601	YDR078C_mRNA
IV_603789_603886_-	YDR079C-A__YDR079C-A	59.767	56.223	54.189	52.009	68.472	65.416	61.27	57.601	YDR079C-A_mRNA
IV_603904_603908_+	YDR079W__YDR079W	0.399	0.432	0	0.296	0.103	0	0.098	0.099	YDR079W_mRNA
IV_603904_603908_+	YDR080W__VPS41	0.399	0.432	0	0.296	0.103	0	0.098	0.099	YDR080W_mRNA
IV_603955_603988_+	YDR079W__YDR079W	12.672	11.007	7.863	7.796	10.676	14.018	6.656	8.975	YDR079W_mRNA
IV_603955_603988_+	YDR080W__VPS41	12.672	11.007	7.863	7.796	10.676	14.018	6.656	8.975	YDR080W_mRNA
IV_604013_604016_+	YDR079W__YDR079W	0.2	0.647	0.568	0.296	0.924	0.28	0.294	0.197	YDR079W_mRNA
IV_604013_604016_+	YDR080W__VPS41	0.2	0.647	0.568	0.296	0.924	0.28	0.294	0.197	YDR080W_mRNA
IV_60912_60917_-	YDL222C__YDL222C	1.596	0.971	2.084	1.579	2.156	1.776	0.979	1.775	YDL222C_mRNA
IV_60912_60917_-	YDL223C__YDL223C	1.596	0.971	2.084	1.579	2.156	1.776	0.979	1.775	YDL223C_mRNA
IV_610098_610102_-	YDR081C__YDR081C	0.2	0.108	0	0.099	0.205	0.187	0.196	0.197	YDR081C_mRNA
IV_610109_610178_-	YDR081C__YDR081C	13.47	15.755	12.979	13.817	14.372	14.765	12.724	12.822	YDR081C_mRNA
IV_610348_610412_+	YDR082W__YDR082W	7.384	7.986	8.905	6.81	9.342	8.411	7.145	7.397	YDR082W_mRNA
IV_61137_61156_+	YDL221W__YDL221W	2.694	2.266	1.326	1.48	2.258	1.962	1.175	1.381	YDL221W_mRNA
IV_612039_612061_+	YDR083W__YDR083W	55.077	60.863	78.82	80.925	58.822	60.556	76.734	76.045	YDR083W_mRNA
IV_61255_61258_-	YDL222C__YDL222C	1.098	1.295	0.284	0.79	0.513	0.374	0.196	0.296	YDL222C_mRNA
IV_61255_61258_-	YDL223C__YDL223C	1.098	1.295	0.284	0.79	0.513	0.374	0.196	0.296	YDL223C_mRNA
IV_614026_614084_-	YDR084C__YDR084C	74.734	70.359	70.578	69.576	68.882	59.995	65.577	71.803	YDR084C_mRNA
IV_616156_616310_-	YDR085C__YDR085C	31.23	37.878	7.863	13.817	30.284	31.773	14.681	13.907	YDR085C_mRNA
IV_616156_616310_-	YDR086C__YDR086C	31.23	37.878	7.863	13.817	30.284	31.773	14.681	13.907	YDR086C_mRNA
IV_616313_616324_+	.	1.596	1.727	0.379	0.888	1.335	1.962	1.468	1.085	NA
IV_616349_616352_+	.	0.399	0.324	0.095	0.592	0.308	0.374	0	0.099	NA
IV_616726_616729_+	.	0.2	0.54	0	0.099	0.205	0.187	0.392	0.099	NA
IV_617179_617291_-	YDR086C__YDR086C	844.919	826.184	852.145	864.617	907.378	862.645	917.095	894.387	YDR086C_mRNA
IV_618318_618367_-	YDR087C__YDR087C	53.88	58.705	89.904	84.478	56.153	61.397	91.612	87.289	YDR087C_mRNA
IV_61862_61932_-	YDL222C__YDL222C	70.942	64.424	0.663	0.987	36.648	37.474	1.566	1.381	YDL222C_mRNA
IV_619790_619866_-	YDR088C__SLU7	19.656	18.237	14.589	14.31	18.375	16.074	16.835	15.88	YDR088C_mRNA
IV_62113_62118_-	YDL222C__YDL222C	0.998	1.619	0.284	0.099	0.616	0.841	0.685	0.296	YDL222C_mRNA
IV_621696_621699_-	.	1.397	0.971	1.895	0.79	1.54	1.121	1.175	0.592	NA
IV_621740_621743_-	.	0.698	0.108	0.379	0.79	0.205	0.374	0.489	0.099	NA
IV_621977_622090_+	YDR089W__YDR089W	13.27	14.784	12.505	12.83	14.064	15.98	12.724	13.019	YDR089W_mRNA
IV_626038_626112_-	YDR090C__YDR090C	17.461	15.108	11.368	14.902	13.653	14.859	14.975	12.23	YDR090C_mRNA
IV_628541_628606_-	YDR091C__YDR091C	73.436	73.813	79.483	74.807	73.297	73.172	73.798	71.508	YDR091C_mRNA
IV_629764_629899_+	YDR092W__YDR092W	116.241	116.654	97.009	94.347	115.078	118.963	96.016	86.697	YDR092W_mRNA
IV_630157_630160_+	YDR092W__YDR092W	0.998	0.755	0.758	0.79	0.924	1.028	0.783	0.888	YDR092W_mRNA
IV_630563_630566_-	.	0.698	0.54	1.137	1.184	0.513	0.28	1.175	0.592	NA
IV_630980_631027_+	YDR093W__YDR093W	32.328	32.374	27.189	29.015	29.154	27.381	27.405	25.447	YDR093W_mRNA
IV_636496_636590_+	YDR094W__YDR094W	18.06	21.367	5.684	9.968	16.938	18.129	9.69	10.849	YDR094W_mRNA
IV_636496_636590_+	YDR096W__YDR096W	18.06	21.367	5.684	9.968	16.938	18.129	9.69	10.849	YDR096W_mRNA
IV_636677_636734_+	YDR094W__YDR094W	8.282	10.36	3.032	3.75	8.931	10.653	4.894	4.636	YDR094W_mRNA
IV_636677_636734_+	YDR096W__YDR096W	8.282	10.36	3.032	3.75	8.931	10.653	4.894	4.636	YDR096W_mRNA
IV_636850_636945_+	YDR096W__YDR096W	16.563	14.568	7.768	12.534	13.653	14.205	5.97	9.764	YDR096W_mRNA
IV_637130_637141_+	YDR096W__YDR096W	0.798	1.619	1.421	1.579	1.335	0.841	1.468	1.381	YDR096W_mRNA
IV_643866_643930_-	YDR097C__MSH6	21.253	18.885	19.516	20.527	21.968	20.185	17.324	18.937	YDR097C_mRNA
IV_643866_643930_-	YDR098C__YDR098C	21.253	18.885	19.516	20.527	21.968	20.185	17.324	18.937	YDR098C_mRNA
IV_644948_644995_-	YDR098C__YDR098C	83.414	79.64	93.978	80.925	77.711	81.583	82.607	98.335	YDR098C_mRNA
IV_64996_64999_-	YDL220C__CDC13	0.1	0	0	0.197	0.103	0	0.294	0.395	YDL220C_mRNA
IV_65025_65072_-	YDL220C__CDC13	15.565	16.727	14.4	15.593	14.372	16.541	13.017	12.329	YDL220C_mRNA
IV_65183_65244_+	YDL219W__DTD1	59.468	59.136	62.999	65.53	60.259	60.463	72.232	72.592	YDL219W_mRNA
IV_652648_652765_+	YDR099W__BMH2	307.914	303.668	225.186	231.426	288.156	297.922	221.982	226.26	YDR099W_mRNA
IV_653110_653143_-	.	4.989	4.856	3.6	3.75	4.004	4.673	5.09	5.819	NA
IV_653355_653383_+	YDR099W__BMH2	13.969	16.619	13.452	15.099	13.448	15.606	12.724	13.808	YDR099W_mRNA
IV_653556_653592_+	YDR099W__BMH2	10.576	11.439	7.389	7.402	8.315	12.055	7.536	6.312	YDR099W_mRNA
IV_654061_654063_+	YDR099W__BMH2	0.2	1.295	0.189	0.197	0.205	0.467	0.489	0.395	YDR099W_mRNA
IV_654061_654063_+	YDR100W__YDR100W	0.2	1.295	0.189	0.197	0.205	0.467	0.489	0.395	YDR100W_mRNA
IV_654287_654289_+	YDR099W__BMH2	0.399	0.54	0.379	0.493	0.924	1.495	0.489	0.986	YDR099W_mRNA
IV_654287_654289_+	YDR100W__YDR100W	0.399	0.54	0.379	0.493	0.924	1.495	0.489	0.986	YDR100W_mRNA
IV_654785_654790_-	.	3.093	4.64	3.126	2.072	2.464	3.458	3.132	3.847	NA
IV_654965_655015_+	YDR100W__YDR100W	64.656	63.237	45.284	47.173	65.187	65.883	48.253	51.781	YDR100W_mRNA
IV_657478_657539_-	YDR101C__YDR101C	62.461	59.136	90.472	89.018	71.243	63.64	78.888	78.214	YDR101C_mRNA
IV_657478_657539_-	YDR102C__YDR102C	62.461	59.136	90.472	89.018	71.243	63.64	78.888	78.214	YDR102C_mRNA
IV_657756_657775_+	YDR103W__STE5	4.49	3.561	2.842	5.033	3.593	4.673	3.328	4.537	YDR103W_mRNA
IV_658234_658238_+	YDR103W__STE5	0.798	0.54	0.189	0.296	0.411	0.467	0.196	0.197	YDR103W_mRNA
IV_658293_658341_+	YDR103W__STE5	16.663	18.993	14.684	15.099	13.653	12.99	11.354	14.499	YDR103W_mRNA
IV_664930_664984_-	YDR104C__YDR104C	8.381	8.957	5.495	6.81	7.083	6.915	3.719	3.945	YDR104C_mRNA
IV_666820_666829_-	YDR105C__YDR105C	16.364	19.748	17.242	12.632	21.455	16.634	15.073	12.526	YDR105C_mRNA
IV_666981_666986_+	YDR106W__YDR106W	2.594	2.698	4.737	2.862	2.772	1.962	3.23	2.762	YDR106W_mRNA
IV_669017_669022_+	.	0.1	0.108	0.568	0.691	0.205	0.093	0.392	0.592	NA
IV_671026_671076_-	YDR107C__YDR107C	35.022	31.295	18.852	21.416	32.234	28.409	21.924	22.192	YDR107C_mRNA
IV_671176_671261_+	YDR108W__TRS85	9.18	7.878	8.242	8.093	6.467	7.663	7.83	7.693	YDR108W_mRNA
IV_675616_675667_-	YDR109C__YDR109C	8.082	8.093	9.379	6.908	10.06	8.224	5.775	5.03	YDR109C_mRNA
IV_676027_676101_+	YDR110W__FOB1	25.344	22.554	28.326	30.594	22.174	19.905	25.741	24.362	YDR110W_mRNA
IV_679771_679780_-	YDR111C__YDR111C	0.399	0.432	0.284	0.296	0.616	0.654	0.392	0.296	YDR111C_mRNA
IV_679946_680054_-	YDR111C__YDR111C	15.565	12.734	7.579	7.402	13.14	14.485	6.264	6.312	YDR111C_mRNA
IV_680192_680232_+	YDR112W__YDR112W	13.57	12.518	5.495	4.737	13.756	14.672	5.187	5.721	YDR112W_mRNA
IV_681654_681657_-	YDR113C__YDR113C	1.197	1.511	0.568	1.776	1.642	1.215	0.783	0.888	YDR113C_mRNA
IV_681654_681657_-	YDR114C__YDR114C	1.197	1.511	0.568	1.776	1.642	1.215	0.783	0.888	YDR114C_mRNA
IV_681691_681752_-	YDR113C__YDR113C	17.96	19.101	14.684	17.073	14.885	14.952	16.443	13.019	YDR113C_mRNA
IV_681691_681752_-	YDR114C__YDR114C	17.96	19.101	14.684	17.073	14.885	14.952	16.443	13.019	YDR114C_mRNA
IV_682043_682046_+	YDR115W__YDR115W	0.2	0.755	0.284	0.592	0.513	0.748	0.392	0.197	YDR115W_mRNA
IV_682114_682175_+	YDR115W__YDR115W	166.33	166.186	142.008	154.153	169.177	165.221	159.929	161.656	YDR115W_mRNA
IV_683578_683632_-	YDR116C__YDR116C	43.703	43.165	34.484	36.12	39.728	39.81	34.061	34.225	YDR116C_mRNA
IV_685648_685692_-	YDR117C__TMA64	38.614	37.554	34.105	32.074	37.675	33.923	28.384	32.45	YDR117C_mRNA
IV_685836_685869_+	YDR118W__YDR118W	4.889	5.611	5.021	4.244	4.517	5.794	3.621	4.636	YDR118W_mRNA
IV_68718_68803_-	YDL217C__YDL217C	16.164	15	14.873	15.988	14.064	17.102	14.388	14.499	YDL217C_mRNA
IV_688102_688215_+	YDR118W-A__YDR118W-A	59.368	64.316	80.999	79.938	56.872	65.042	77.909	78.017	YDR118W-A_mRNA
IV_688102_688215_+	YDR119W__YDR119W	59.368	64.316	80.999	79.938	56.872	65.042	77.909	78.017	YDR119W_mRNA
IV_690944_690987_+	YDR119W-A__YDR119W-A	27.239	28.489	6.253	7.204	27.101	29.811	11.451	13.019	YDR119W-A_mRNA
IV_693225_693265_-	YDR120C__YDR120C	40.61	40.899	52.768	54.871	41.268	45.137	58.04	55.135	YDR120C_mRNA
IV_693437_693496_+	YDR121W__YDR121W	24.146	20.18	23.968	23.093	22.79	25.419	26.035	25.348	YDR121W_mRNA
IV_694374_694484_+	YDR121W__YDR121W	125.72	129.496	82.136	80.432	135.301	122.421	79.769	75.354	YDR121W_mRNA
IV_694374_694484_+	YDR122W__YDR122W	125.72	129.496	82.136	80.432	135.301	122.421	79.769	75.354	YDR122W_mRNA
IV_694827_694830_+	YDR122W__YDR122W	0.399	0.54	0.095	0	0	0.093	0	0	YDR122W_mRNA
IV_699419_699550_-	YDR123C__INO2	19.556	19.64	9.474	8.487	14.269	13.363	6.949	7.2	YDR123C_mRNA
IV_699642_699646_-	YDR123C__INO2	0.399	0	0.189	0.197	0.103	0.467	0.196	0.395	YDR123C_mRNA
IV_699726_699977_+	YDR124W__YDR124W	23.148	19.209	13.452	13.619	20.429	19.064	14.29	15.091	YDR124W_mRNA
IV_700116_700119_+	YDR124W__YDR124W	0.599	0.324	0	0.099	0.411	0.28	0	0.099	YDR124W_mRNA
IV_700249_700327_+	YDR124W__YDR124W	8.082	7.554	0.379	0.691	10.779	9.532	1.175	2.071	YDR124W_mRNA
IV_702628_702634_-	YDR125C__YDR125C	0.698	0.432	0.095	0.296	0.411	0.467	0.098	0.197	YDR125C_mRNA
IV_702704_702709_-	YDR125C__YDR125C	4.39	5.288	5.21	4.145	5.338	4.673	4.307	5.721	YDR125C_mRNA
IV_70274_70352_-	YDL216C__RRI1	13.071	14.46	10.516	9.968	15.501	13.27	9.69	9.666	YDL216C_mRNA
IV_703138_703142_+	YDR126W__SWF1	0.798	0.432	0.284	0.395	1.232	0.374	0.685	0.789	YDR126W_mRNA
IV_703758_703771_-	.	2.694	3.777	0.379	1.283	2.669	3.645	1.566	0.789	NA
IV_703852_703860_-	.	0.499	0.647	0.189	0.296	0.821	0.561	0.587	0.69	NA
IV_704041_704047_-	.	0.998	0.863	0	0.296	1.129	1.495	0.098	0.099	NA
IV_704063_704065_+	YDR126W__SWF1	0.1	0.216	0.095	0.197	0.205	0.28	0.196	0.789	YDR126W_mRNA
IV_704063_704065_+	YDR127W__YDR127W	0.1	0.216	0.095	0.197	0.205	0.28	0.196	0.789	YDR127W_mRNA
IV_704076_704080_+	YDR126W__SWF1	0.599	0.755	0	0.987	0.103	1.308	0.196	0.592	YDR126W_mRNA
IV_704076_704080_+	YDR127W__YDR127W	0.599	0.755	0	0.987	0.103	1.308	0.196	0.592	YDR127W_mRNA
IV_704374_704465_+	YDR127W__YDR127W	113.048	108.669	70.199	70.662	118.465	121.673	64.989	71.508	YDR127W_mRNA
IV_709492_709534_+	YDR128W__MTC5	24.645	29.352	16.2	23.192	21.352	24.951	18.107	15.978	YDR128W_mRNA
IV_715324_715460_-	YDR129C__SAC6	212.427	211.51	129.124	139.152	199.872	205.312	143.681	136.604	YDR129C_mRNA
IV_716621_716655_-	YDR130C__YDR130C	23.947	25.036	19.61	16.777	23.816	17.756	15.758	17.852	YDR130C_mRNA
IV_718511_718562_-	YDR131C__YDR131C	5.188	6.151	3.316	4.934	6.057	5.514	3.621	4.143	YDR131C_mRNA
IV_718643_718701_+	.	6.086	3.453	1.516	1.382	3.696	3.831	1.468	1.184	NA
IV_720377_720445_-	YDR132C__YDR132C	6.785	7.122	8.526	6.316	7.083	6.074	7.145	8.088	YDR132C_mRNA
IV_720377_720445_-	YDR133C__YDR133C	6.785	7.122	8.526	6.316	7.083	6.074	7.145	8.088	YDR133C_mRNA
IV_720604_720628_+	.	0.798	0.971	1.8	2.961	1.027	0.467	2.153	1.085	NA
IV_721465_721614_-	YDR133C__YDR133C	1351.092	1192.981	654.243	676.219	1219.761	1080.76	700.594	706.297	YDR133C_mRNA
IV_722294_722304_+	.	0.898	2.806	1.516	1.48	2.156	2.243	1.86	1.479	NA
IV_723019_723025_+	.	2.694	2.266	0.474	0.79	1.232	1.589	1.272	0.197	NA
IV_727582_727637_-	YDR135C__YDR135C	114.146	113.848	152.429	155.14	118.876	118.87	149.554	139.662	YDR135C_mRNA
IV_727582_727637_-	YDR136C__YDR136C	114.146	113.848	152.429	155.14	118.876	118.87	149.554	139.662	YDR136C_mRNA
IV_728147_728188_+	YDR137W__YDR137W	18.16	17.266	16.863	15.198	20.737	15.513	16.639	18.543	YDR137W_mRNA
IV_728258_728263_+	YDR137W__YDR137W	1.197	0.108	0.284	0.395	0.308	0.561	0.587	0.592	YDR137W_mRNA
IV_730544_730574_+	YDR138W__HPR1	12.472	11.439	10.516	10.264	9.958	11.681	9.69	10.159	YDR138W_mRNA
IV_73325_73363_-	YDL215C__GDH2	10.277	10.791	8.716	8.882	10.266	10.56	7.928	6.115	YDL215C_mRNA
IV_733896_733985_-	YDR139C__YDR139C	94.789	88.381	94.167	97.209	94.957	100.647	108.446	108.593	YDR139C_mRNA
IV_733992_733996_-	YDR139C__YDR139C	0.798	0.647	0.474	0.296	0.205	0.187	0.294	0.296	YDR139C_mRNA
IV_734101_734143_+	YDR140W__YDR140W	58.669	62.158	60.252	65.431	65.597	63.547	64.402	68.154	YDR140W_mRNA
IV_734141_734145_-	YDR139C__YDR139C	0.1	0.432	0.189	0	0	0.28	0.489	0.197	YDR139C_mRNA
IV_73540_73543_+	.	0.2	0.108	0.284	0.691	0.308	0.28	0.783	0.493	NA
IV_73576_73614_+	.	4.29	3.561	3.41	2.961	1.848	2.71	3.132	2.17	NA
IV_73963_74161_-	YDL215C__GDH2	10.477	13.813	6.537	7.204	9.958	10.84	5.579	6.904	YDL215C_mRNA
IV_740004_740051_-	YDR141C__YDR141C	30.831	31.295	26.905	28.62	27.717	29.063	22.218	23.671	YDR141C_mRNA
IV_741584_741600_-	YDR142C__PEX7	1.497	1.727	0.474	1.579	1.437	1.495	1.566	1.282	YDR142C_mRNA
IV_741668_741837_-	YDR142C__PEX7	22.55	22.986	17.716	18.356	16.63	17.102	16.149	13.315	YDR142C_mRNA
IV_743970_744047_-	YDR143C__YDR143C	20.754	19.64	17.81	20.429	14.885	13.831	14.681	14.006	YDR143C_mRNA
IV_746127_746131_-	YDR144C__MKC7	0.2	0.108	0.095	0.099	0.308	0.28	0.489	0.197	YDR144C_mRNA
IV_746173_746249_-	YDR144C__MKC7	22.65	25.575	45.378	38.094	22.071	27.101	39.346	36.099	YDR144C_mRNA
IV_746648_746716_+	YDR145W__TAF12	53.581	51.69	54.473	55.661	48.351	51.211	52.461	51.979	YDR145W_mRNA
IV_746920_746922_+	YDR145W__TAF12	0.399	0.432	0.095	0.296	0.205	0.28	0	0.197	YDR145W_mRNA
IV_750857_750956_-	YDR146C__YDR146C	26.641	27.194	20.463	20.034	22.482	21.307	17.422	18.641	YDR146C_mRNA
IV_751177_751199_+	YDR147W__YDR147W	5.488	3.345	4.358	4.342	4.722	2.71	2.838	3.748	YDR147W_mRNA
IV_751556_751606_+	YDR147W__YDR147W	22.25	20.396	11.368	12.83	20.531	19.718	10.473	12.132	YDR147W_mRNA
IV_754441_754478_-	YDR148C__YDR148C	0.998	1.727	1.705	1.579	1.437	0.935	1.762	2.071	YDR148C_mRNA
IV_755087_755224_-	YDR148C__YDR148C	82.616	74.136	42.915	40.364	65.495	68.219	42.282	39.65	YDR148C_mRNA
IV_755231_755234_+	YDR150W__NUM1	0.2	0.432	0	0	0.103	0.093	0.098	0	YDR150W_mRNA
IV_755303_755319_-	YDR148C__YDR148C	8.581	7.986	4.453	5.428	8.007	8.13	5.383	4.241	YDR148C_mRNA
IV_755303_755319_-	YDR149C__YDR149C	8.581	7.986	4.453	5.428	8.007	8.13	5.383	4.241	YDR149C_mRNA
IV_755535_755603_+	YDR150W__NUM1	110.853	106.834	85.072	91.485	99.885	89.806	86.228	83.541	YDR150W_mRNA
IV_763885_763890_+	.	0.2	0.54	0.568	0.493	0.411	0.935	0.979	0.986	NA
IV_763893_763896_+	.	0.399	0.108	0.095	0	0.308	0.654	0.196	0.197	NA
IV_765049_765059_-	YDR151C__YDR151C	0.399	0.755	0.758	0.592	0.411	0.561	0.881	1.381	YDR151C_mRNA
IV_765171_765357_-	YDR151C__YDR151C	28.636	26.655	36.284	32.962	23.508	21.681	32.886	29.688	YDR151C_mRNA
IV_765629_765731_+	YDR152W__YDR152W	45.499	45.863	62.336	59.115	48.248	48.221	52.657	62.532	YDR152W_mRNA
IV_76664_76672_-	YDL214C__YDL214C	0.1	0.432	0	0	0.411	0.374	0.098	0.099	YDL214C_mRNA
IV_768029_768034_-	YDR153C__YDR153C	10.976	11.331	6.916	6.711	10.06	10.093	6.558	5.326	YDR153C_mRNA
IV_768029_768034_-	YDR154C__YDR154C	10.976	11.331	6.916	6.711	10.06	10.093	6.558	5.326	YDR154C_mRNA
IV_768029_768034_-	YDR155C__CPR1	10.976	11.331	6.916	6.711	10.06	10.093	6.558	5.326	YDR155C_mRNA
IV_768090_768109_-	YDR153C__YDR153C	28.437	25.575	17.526	21.909	24.432	24.671	19.477	17.951	YDR153C_mRNA
IV_768090_768109_-	YDR154C__YDR154C	28.437	25.575	17.526	21.909	24.432	24.671	19.477	17.951	YDR154C_mRNA
